desc_id,description,freq_mentioned,targets
390,熟,23,"玉米, 牛肉, 猪肉, 虾, 螃蟹, 茄子, 菠菜, 菠萝, 葡萄, 蘑菇, 西兰花, 西瓜, 豆角, 青椒, 青菜, 香菜, 黄瓜, 羊肉, 蛋黄, 香肠, 鸡肉, 鸭肉, 鱼肉"
391,生,24,"玉米, 牛肉, 猪肉, 虾, 螃蟹, 茄子, 菠菜, 菠萝, 葡萄, 蘑菇, 西兰花, 西瓜, 豆角, 青椒, 青菜, 香菜, 香蕉, 黄瓜, 羊肉, 蛋黄, 鸡肉, 鸭肉, 鱼肉, 蚊子"
392,成熟,24,"玉米, 洋葱, 牛油果, 生姜, 番茄, 白菜, 白萝卜, 胡萝卜, 火龙果, 芒果, 苹果, 茄子, 菠菜, 菠萝, 葡萄, 蘑菇, 西兰花, 西瓜, 豆角, 青椒, 青菜, 老人, 叔叔, 舅舅"
393,新鲜,5,"玉米, 虾, 虾, 螃蟹, 蚂蚁, 黄瓜"
394,农田,14,"玉米, 虾, 螃蟹, 茄子, 菠菜, 菠萝, 葡萄, 蘑菇, 西兰花, 西瓜, 豆角, 青椒, 青菜, 鱼"
395,微波炉,4,"玉米, 碗, 女人, 妻子"
396,小贩,13,"玉米, 牛肉, 猪肉, 洋葱, 牛油果, 生姜, 番茄, 白菜, 白萝卜, 胡萝卜, 火龙果, 芒果, 苹果"
397,剥,3,"玉米, 鸡蛋, 螃蟹"
398,切,19,"玉米, 牛肉, 猪肉, 刀子, 柠檬, 梨, 橙子, 生姜, 番茄, 茄子, 蘑菇, 香菜, 黄瓜, 羊肉, 蛋黄, 香肠, 鸡肉, 鸭肉, 鱼肉"
399,种植,11,"玉米, 茄子, 菠菜, 菠萝, 葡萄, 蘑菇, 西瓜, 豆角, 青菜, 花, 草"
400,卖出,3,"玉米, 鸡蛋, 螃蟹"
401,难吃,4,"牛肉, 猪肉, 鸡蛋, 虾"
402,肥,6,"牛肉, 猪肉, 螃蟹, 狗, 猫, 老鼠"
403,瘦,12,"牛肉, 猪肉, 虾, 螃蟹, 螃蟹, 狗, 猫, 老鼠, 长裤, 卫衣, 凉鞋, 腹部, 男孩"
404,牛排,3,"牛肉, 叉子, 叉子, 姐妹"
405,牛,3,"牛肉, 煮锅, 香肠"
406,粉丝,4,"猪肉, 扇贝, 螃蟹, 蚂蚁"
407,猪,3,"猪肉, 煮锅, 香肠, 香肠"
408,腥,7,"鸡蛋, 虾, 螃蟹, 菜市场, 冰箱, 鱼肉, 鱼"
409,橙色,5,"鸡蛋, 果汁, 汽水, 橙子, 胡萝卜"
410,锅铲,3,"鸡蛋, 螃蟹, 平底锅"
411,鸡,5,"鸡蛋, 煮锅, 蛋黄, 香肠, 鸡肉"
412,坚硬,26,"扇贝, 眼镜, 煮锅, 碗, 公共汽车, 救护车, 火车, 自行车, 车, 轮椅, 飞机, 手肘, 膝盖, 桌子, 椅子, 浴缸, 窗户, 茶几, 镜子, 门, 马桶, 女人, 妻子, 姐妹, 母亲, 父亲"
413,渔民,4,"扇贝, 虾, 螃蟹, 鱼"
414,捕捞,4,"扇贝, 虾, 螃蟹, 鱼"
415,死,4,"虾, 螃蟹, 蚂蚁, 蚊子"
416,江河,3,"虾, 虾, 螃蟹, 螃蟹, 鱼, 鱼"
417,钓鱼,4,"虾, 帽子, 鱼, 爷爷"
418,绘画,3,"虾, 树枝, 花"
419,青色,4,"螃蟹, 青椒, 青菜, 鱼"
420,灰色,22,"螃蟹, 猫, 阴天, 楼梯, 电梯, 街, 路, 发箍, 刀子, 勺子, 手写板, 叉子, 平底锅, 冰箱, 洗衣机, 风扇, 平板电脑, 电视机, 笔记本电脑, 蘑菇, 鱼, 雨天"
421,鱼,9,"螃蟹, 猫, 腹部, 鱼肉, 鸟, 外公, 外婆, 奶奶, 老人"
422,斑点,3,"狗, 香蕉, 香蕉, 蚊子"
423,公园,7,"狗, 鸟, 树干, 花, 草, 女孩, 老人"
424,卡通,5,"狗, 猫, 樱桃, 菠菜, 豆角"
425,动画片,4,"狗, 猫, 牙刷, 小孩"
426,邻居,5,"狗, 猫, 楼梯, 电梯, 水"
427,叫,3,"狗, 猫, 老鼠"
428,下水道,3,"老鼠, 蚂蚁, 蟑螂"
429,猫,3,"老鼠, 黄瓜, 老人"
430,保姆,17,"老鼠, 苍蝇, 虫, 家, 煮锅, 碗, 果汁, 汽水, 牛奶, 酒, 酸奶, 柠檬, 梨, 樱桃, 橙子, 爷爷, 老人"
431,爬,4,"老鼠, 虫, 楼梯, 蟑螂"
432,飞,4,"苍蝇, 虫, 蟑螂, 鸟"
433,森林,7,"蚂蚁, 树枝, 鸟, 树干, 树干, 花, 草, 草, 社工"
434,搬运,4,"蚂蚁, 手套, 树干, 社工"
435,片状,7,"叶子, 胸罩, 药, 药片, 香肠, 鱼肉, 雪"
436,春天,17,"叶子, 雾, 风, 外套, 大衣, 毛衣, 长裤, 卫衣, 帽子, 鸟, 花, 草, 夏季, 季节, 春季, 雨, 雨天"
437,空气,3,"树, 树林, 公园"
438,浇水,3,"树, 花, 草"
439,短,7,"树枝, 长裤, 卫衣, 围巾, 头绳, 脖子, 腿"
440,粗,6,"树枝, 胳膊, 脖子, 腿, 白萝卜, 树干"
441,鸟,6,"树枝, 飞机, 飞机, 外公, 外婆, 奶奶, 老人, 老人"
442,剪,3,"树枝, 脚, 指甲"
443,午餐,9,"中午, 中午, 香菜, 黄瓜, 羊肉, 蛋黄, 香肠, 鸡肉, 鸭肉, 鱼肉"
444,空调,3,"冬季, 家, 夏季, 夏季"
445,手表,3,"小时, 下午, 分钟, 分钟"
446,天气,15,"阴天, 春季, 月, 秋季, 云, 云, 台风, 台风, 天空, 天空, 太阳, 太阳, 太阳, 星星, 星星, 星星, 晴天, 晴天, 晴天, 月亮, 月亮, 月亮, 雨, 雨, 雨, 雨天, 雨天, 雨天, 雪, 雪, 雪, 雷电, 雷电, 雷电"
447,湿,10,"雾, 毛巾, 毛毯, 果汁, 水, 汽水, 牛奶, 酒, 酸奶, 蛋黄"
448,飞机,13,"雾, 桌子, 椅子, 灯, 窗户, 镜子, 门, 马桶, 空调, 手机, 笔记本电脑, 鸟, 天空"
449,冬天,16,"风, 大衣, 毛衣, 长裤, 卫衣, 围巾, 帽子, 靴子, 靴子, 毛毯, 腿, 空调, 空调, 白菜, 白萝卜, 夏季, 季节, 雪"
450,外套,3,"风, 女人, 妻子"
451,裙子,11,"风, 靴子, 大腿, 腿, 花, 夏季, 春季, 女人, 女人, 女儿, 女孩, 妻子, 妻子"
452,冷,56,"客厅, 家, 阳台, 公园, 药店, 外套, 大衣, 毛衣, 秋衣, 毛毯, 纸, 花瓶, 茶壶, 餐巾, 口罩, 矫正板, 血压仪, 轮椅, 背, 胳膊, 脖子, 腿, 脸, 腹部, 膝盖, 冰箱, 空调, 风扇, 平板电脑, 手机, 电脑, 电视机, 笔记本电脑, 耳机, 米饭, 糖果, 通心粉, 饼干, 果汁, 水, 汽水, 牛奶, 酒, 酸奶, 柠檬, 梨, 樱桃, 橙子, 生姜, 鸡肉, 鸭肉, 鱼肉, 晚上, 雨, 雨天, 雪, 雪"
453,轮椅,10,"客厅, 电梯, 电梯, 公园, 医院, 医院, 护工, 外公, 外公, 外婆, 外婆, 奶奶, 奶奶, 爷爷, 老人, 老人"
454,伞,5,"客厅, 太阳, 雨, 雨, 雨, 雨天, 雨天, 雪"
455,电视机,8,"客厅, 外公, 外公, 外婆, 外婆, 女人, 奶奶, 奶奶, 妻子, 爷爷, 老人"
456,盆栽,6,"客厅, 阳台, 花, 外公, 外婆, 奶奶"
457,水泥,5,"家, 街, 路, 地板, 墙壁"
458,外卖,4,"家, 门口, 门口, 袖子, 外卖员"
459,高,3,"楼梯, 鼻子, 男孩"
460,矮,3,"楼梯, 小孩, 男孩"
461,担架,3,"楼梯, 电梯, 救护车"
462,上楼,3,"楼梯, 电梯, 邻居"
463,下楼,3,"楼梯, 电梯, 邻居"
464,暖,37,"浴室, 阳台, 公园, 长裤, 长裤, 卫衣, 卫衣, 围巾, 围巾, 围巾, 帽子, 靴子, 床单, 杯子, 毛巾, 毛毯, 毛毯, 笔, 笔记本, 筷子, 纸巾, 被子, 开塞露, 康复训练, 按摩, 肩, 下巴, 嘴巴, 床, 蛋糕, 面包, 饼, 水, 牛奶, 生姜, 白菜, 胡萝卜, 菠萝, 青椒, 蛋黄, 春季, 春季, 家人"
465,潮湿,5,"浴室, 枕头, 雨, 雨, 雨天, 雨天, 雪, 雪"
466,洗澡,8,"浴室, 发箍, 拖鞋, 毛巾, 沐浴露, 沐浴露, 洗发露, 肥皂, 肥皂, 浴缸, 浴缸"
467,广告,5,"电梯, 沐浴露, 洗发露, 牙刷, 牙膏"
468,物业,4,"电梯, 水, 邻居, 社工"
469,按下,3,"电梯, 手指, 电视机"
470,望远镜,3,"阳台, 星星, 星星, 月亮, 月亮"
471,裤子,9,"阳台, 长裤, 口袋, 大腿, 膝盖, 洗衣机, 夏季, 女人, 女人, 妻子, 妻子"
472,纸,4,"书店, 笔, 笔记本, 树干"
473,打字,3,"书店, 电脑, 笔记本电脑"
474,读,9,"书店, 书架, 平板电脑, 手机, 电脑, 笔记本电脑, 母亲, 父亲, 男人"
475,跳舞,7,"公园, 广场, 发卡, 胳膊, 胸, 脖子, 母亲"
476,广场舞,5,"公园, 广场, 外婆, 奶奶, 老人"
477,消毒液,3,"医院, 药店, 救护车"
478,营养,39,"医院, 瘙痒, 背, 胳膊, 胸, 腿, 脚, 头发, 指甲, 蛋糕, 面包, 饼, 果汁, 果汁, 汽水, 汽水, 汽水, 牛奶, 牛奶, 酒, 酸奶, 酸奶, 酸奶, 柠檬, 柠檬, 梨, 梨, 樱桃, 樱桃, 橙子, 橙子, 橙子, 牛油果, 菠菜, 西兰花, 青菜, 鸡肉, 蟑螂, 鱼, 鸟, 花, 草, 儿子, 外公, 外公, 外婆, 外婆, 女儿, 女孩, 奶奶, 奶奶, 妻子, 老人, 老人, 老人"
479,粥,5,"医院, 勺子, 煮锅, 煮锅, 碗, 社工"
480,手术,7,"医院, 口罩, 手套, 口罩, 膝盖, 鼻子, 医生, 医生, 护工"
481,混凝土,5,"商店, 学校, 广场, 药店, 银行"
482,开放,14,"广场, 菜市场, 街, 路, 郊外, 背包, 床单, 床单, 毛巾, 毛毯, 毛毯, 纸, 被子, 被子, 餐巾, 抽屉, 年轻人"
483,严肃,7,"药店, 银行, 外公, 姑父, 母亲, 父亲, 父亲, 男人, 男人"
484,蓝色,11,"药店, 长裤, 卫衣, 口罩, 脸盆, 洗脚盆, 救护车, 淤青, 胶囊, 口罩, 天空, 晴天"
485,发烧,4,"药店, 中药, 药片, 胶囊"
486,病毒,5,"药店, 口罩, 毛巾, 毛毯, 蟑螂"
487,温度,6,"银行, 桌子, 椅子, 沙发, 灯, 门"
488,保安,4,"银行, 服务员, 清洁工, 维修工"
489,棉,20,"内衣, 外套, 睡衣, 短裤, 秋衣, 卫衣, 口罩, 口袋, 帽子, 手套, 拖鞋, 胸罩, 袖子, 袜子, 鞋带, 枕头, 被子, 餐巾, 地毯, 沙发"
490,妇科,3,"内衣, 女人, 妻子"
491,保护,3,"内衣, 袜子, 指甲"
492,牛仔,4,"外套, 短裤, 衬衣, 长裤"
493,烘干机,13,"外套, 大衣, 毛衣, 睡衣, 短裤, 秋衣, 衬衣, 袖子, 裙子, 长裤, 卫衣, 围巾, 帽子"
494,防止,4,"外套, 大衣, 毛衣, 秋衣"
495,毛线,4,"毛衣, 围巾, 帽子, 地毯"
496,防护,3,"袖子, 手套, 口罩"
497,拍照,5,"裙子, 口红, 手机, 茄子, 花"
498,叔叔,21,"长裤, 卫衣, 凉鞋, 发卡, 发箍, 口罩, 口袋, 围巾, 头绳, 帽子, 外公, 外公, 外婆, 外婆, 奶奶, 奶奶, 奶奶, 姑姑, 母亲, 父亲, 爷爷, 侄子, 侄子, 侄子, 侄女, 侄女, 侄女, 外甥, 外甥, 外甥女, 外甥女"
499,阿姨,17,"长裤, 卫衣, 凉鞋, 发卡, 发箍, 口罩, 口袋, 围巾, 头绳, 帽子, 奶奶, 姑父, 母亲, 父亲, 爷爷, 侄子, 侄子, 侄女, 侄女"
500,弟弟,5,"卫衣, 凉鞋, 帽子, 女孩, 家人"
501,漂亮,8,"发卡, 发卡, 发箍, 头绳, 口红, 花, 花, 女儿, 女孩, 小孩"
502,镜子,6,"发卡, 发箍, 帽子, 脸盆, 口红, 头发"
503,装饰,11,"发卡, 发卡, 发箍, 发箍, 围巾, 头绳, 头绳, 帽子, 帽子, 胸罩, 领带, 床单, 地毯, 女人, 妻子"
504,病菌,17,"口罩, 毛巾, 毛毯, 牙刷, 牙膏, 瘙痒, 指甲, 地板, 地毯, 墙壁, 墙壁, 床, 抽屉, 柜子, 浴缸, 马桶, 蘑菇, 蟑螂"
505,社区,4,"口罩, 邻居, 社工, 维修工"
506,满,6,"口袋, 勺子, 脸盆, 洗脚盆, 杯子, 茶壶"
507,空,6,"口袋, 勺子, 脸盆, 洗脚盆, 杯子, 茶壶"
508,系紧,5,"围巾, 头绳, 鞋带, 领带, 飞机"
509,打扫,4,"手套, 蟑螂, 邻居, 护工"
510,客厅,12,"拖鞋, 毛毯, 茶壶, 桌子, 桌子, 椅子, 椅子, 沙发, 沙发, 灯, 灯, 窗户, 窗户, 茶几, 茶几, 镜子, 镜子, 门, 门, 饼干"
511,近,4,"眼镜, 眼睛, 小孩, 男孩"
512,工作单位,5,"眼镜, 背包, 领带, 水, 下午"
513,上衣,4,"胸罩, 腹部, 女人, 妻子"
514,女,19,"胸罩, 口红, 生姜, 保姆, 外婆, 女人, 女儿, 女孩, 奶奶, 妻子, 姐妹, 姐妹, 姑姑, 母亲, 侄女, 外甥女, 阿姨, 婶婶, 舅妈, 护士"
515,电动车,4,"袖子, 外卖员, 快递员, 维修工"
516,白天,9,"袜子, 桌子, 椅子, 沙发, 窗户, 茶几, 门, 太阳, 晴天"
517,小腿,3,"袜子, 靴子, 大腿"
518,丝袜,4,"靴子, 腿, 女人, 妻子"
519,衬衫,3,"领带, 女人, 妻子"
520,危险,3,"刀子, 救护车, 雷电, 雷电"
521,放,8,"刀子, 手写板, 脸盆, 洗脚盆, 花瓶, 书架, 桌子, 桌子, 茶几, 茶几"
522,水果店,9,"刀子, 牛油果, 火龙果, 芒果, 苹果, 菠萝, 葡萄, 西瓜, 香蕉"
523,西餐,9,"刀子, 花瓶, 黄瓜, 羊肉, 蛋黄, 香肠, 鸡肉, 鸭肉, 鱼肉"
524,甜品,16,"刀子, 刀子, 勺子, 勺子, 叉子, 叉子, 蛋糕, 蛋糕, 面包, 饼干, 牛奶, 牛奶, 酸奶, 柠檬, 柠檬, 樱桃, 芒果, 芒果, 菠萝, 菠萝, 菠萝, 葡萄, 葡萄, 葡萄, 西瓜, 西瓜, 西瓜, 蛋黄, 夏季"
525,童年,15,"勺子, 儿子, 兄弟, 女儿, 女孩, 姐妹, 姐妹, 家人, 小孩, 朋友, 男人, 男孩, 男孩, 侄子, 侄女, 外甥, 外甥女"
526,写,7,"手写板, 手写板, 笔, 笔记本, 纸, 同学, 学生, 男孩"
527,浴室,10,"脸盆, 洗脚盆, 毛巾, 沐浴露, 洗发露, 洗面奶, 牙刷, 牙膏, 背, 胸"
528,折叠,3,"床单, 毛巾, 毛巾, 毛毯, 毛毯"
529,柱状,12,"口红, 杯子, 沐浴露, 洗发露, 洗面奶, 煮锅, 牙膏, 胶囊, 蛋糕, 白萝卜, 胡萝卜, 秒钟"
530,青年,33,"口红, 青椒, 学生, 学生, 年轻人, 儿子, 儿子, 儿子, 兄弟, 兄弟, 女人, 女人, 女儿, 女儿, 女儿, 女孩, 妻子, 姐妹, 姐妹, 姐妹, 姐妹, 姑姑, 姑父, 家人, 小孩, 朋友, 母亲, 父亲, 男人, 侄子, 侄女, 外甥, 外甥女, 舅妈, 售货员, 快递员, 护士, 服务员, 清洁工, 理疗师, 社工, 维修工, 老师"
531,烫,11,"平底锅, 中药, 灯, 微波炉, 平板电脑, 手机, 电脑, 电视机, 笔记本电脑, 羊肉, 鱼"
532,水壶,5,"杯子, 柠檬, 梨, 樱桃, 橙子"
533,香皂,3,"毛巾, 毛毯, 沐浴露"
534,干,4,"毛巾, 毛毯, 羊肉, 香肠"
535,皮肤,6,"毛巾, 沐浴露, 洗面奶, 淤青, 药, 中药"
536,粘稠,4,"沐浴露, 洗发露, 中药, 酸奶"
537,流动,10,"沐浴露, 洗发露, 洗面奶, 洗面奶, 牙膏, 果汁, 水, 汽水, 牛奶, 酒, 酸奶"
538,泡沫,3,"沐浴露, 洗发露, 洗面奶"
539,过敏,7,"沐浴露, 洗发露, 洗面奶, 瘙痒, 芒果, 芒果, 香菜, 蚊子"
540,内衣,7,"沐浴露, 洗发露, 洗面奶, 胸, 胸, 腹部, 女人, 女人, 妻子, 妻子"
541,揉搓,3,"沐浴露, 洗发露, 洗面奶"
542,胃,5,"煮锅, 碗, 胃痛, 冰箱, 微波炉"
543,工位,3,"笔, 笔记本, 纸"
544,竹子,5,"笔记本, 筷子, 筷子, 纸, 纸巾, 餐巾"
545,文学,7,"纸, 书架, 桌子, 椅子, 沙发, 灯, 茶几"
546,火锅,3,"纸巾, 白萝卜, 香菜, 香菜"
547,豆腐,3,"被子, 白菜, 青菜"
548,抬,3,"救护车, 大腿, 小腿"
549,彩色,4,"自行车, 手机, 电脑, 蘑菇"
550,正常,12,"自行车, 窗户, 冰箱, 微波炉, 洗衣机, 空调, 风扇, 平板电脑, 手机, 电脑, 电视机, 笔记本电脑"
551,针灸,4,"头痛, 头痛, 感冒, 脖子, 季节"
552,按摩,16,"头痛, 感冒, 淤青, 淤青, 胃痛, 按摩, 背, 背, 胸, 脖子, 脚, 脚, 脸, 脸, 腰, 外公, 外婆, 奶奶, 姐妹, 朋友"
553,发热,4,"感冒, 太阳, 星星, 雷电"
554,疼痛,4,"淤青, 胃痛, 胸, 脖子"
555,粉末,6,"瘙痒, 药, 中药, 胶囊, 通心粉, 面包"
556,消化,4,"胃痛, 酸奶, 酸奶, 酸奶, 苹果, 菠菜"
557,肌肉,11,"高肌张力, 背, 胳膊, 胸, 脖子, 腿, 脚, 脸, 腹部, 膝盖, 鼻子"
558,无味,6,"药, 药片, 胶囊, 通心粉, 饼, 水"
559,纯净水,4,"药, 中药, 药片, 胶囊"
560,干涩,3,"药片, 胶囊, 饼干"
561,粉色,4,"药片, 胸, 脸, 汽水"
562,骨折,6,"矫正板, 胳膊, 腿, 鼻子, 爷爷, 老人"
563,高血压,4,"血压仪, 酒, 爷爷, 老人"
564,肉色,22,"肩, 下巴, 嘴巴, 大腿, 头, 小腿, 屁股, 手, 手腕, 手肘, 手指, 耳朵, 背, 胳膊, 脖子, 腿, 脚, 脸, 腹部, 膝盖, 鼻子, 腰"
565,体温,20,"大腿, 头, 小腿, 屁股, 手, 手腕, 手肘, 手指, 眼睛, 耳朵, 背, 胳膊, 胸, 脖子, 腿, 脚, 脸, 腹部, 鼻子, 腰"
566,血管,10,"背, 胳膊, 胸, 脖子, 腿, 脚, 脸, 腹部, 膝盖, 鼻子"
567,驼背,5,"背, 外公, 外婆, 奶奶, 老人"
568,玫瑰,3,"背, 女人, 妻子"
569,舞蹈,5,"胳膊, 胳膊, 脖子, 儿子, 女儿, 女孩"
570,触摸,3,"胳膊, 平板电脑, 手机"
571,海边,3,"腿, 脚, 夏季"
572,美容,6,"脸, 脸, 鼻子, 鼻子, 女人, 妻子, 姐妹, 朋友"
573,化妆品,4,"脸, 女人, 妻子, 姐妹"
574,卫生巾,4,"腹部, 女人, 妻子, 母亲"
575,块状,12,"书架, 墙壁, 床, 抽屉, 柜子, 蛋糕, 黄瓜, 黄瓜, 羊肉, 羊肉, 香肠, 鸡肉, 鸡肉, 鸭肉, 鸭肉, 鱼肉"
576,装修,7,"书架, 地板, 地毯, 墙壁, 床, 抽屉, 柜子"
577,凳子,3,"桌子, 椅子, 沙发"
578,搬家,10,"桌子, 桌子, 椅子, 椅子, 沙发, 沙发, 浴缸, 灯, 窗户, 窗户, 茶几, 茶几, 镜子, 门, 门, 马桶"
579,书房,5,"桌子, 椅子, 灯, 窗户, 门"
580,家具,11,"桌子, 椅子, 沙发, 浴缸, 灯, 窗户, 茶几, 镜子, 门, 马桶, 树干, 树干"
581,家庭主妇,19,"桌子, 椅子, 沙发, 浴缸, 灯, 窗户, 茶几, 镜子, 门, 马桶, 香菜, 香蕉, 黄瓜, 羊肉, 蛋黄, 香肠, 鸡肉, 鸭肉, 鱼肉"
582,办公,7,"桌子, 椅子, 沙发, 茶几, 手机, 电脑, 笔记本电脑, 笔记本电脑"
583,读书,3,"灯, 学生, 男孩"
584,故障,10,"冰箱, 微波炉, 洗衣机, 空调, 风扇, 平板电脑, 平板电脑, 手机, 手机, 电脑, 电脑, 电视机, 电视机, 笔记本电脑, 笔记本电脑"
585,超市,12,"冰箱, 微波炉, 香菜, 香蕉, 香蕉, 香蕉, 黄瓜, 黄瓜, 羊肉, 羊肉, 蛋黄, 香肠, 香肠, 鸡肉, 鸡肉, 鸭肉, 鸭肉, 鱼肉, 鱼肉, 售货员, 售货员"
586,调节,4,"微波炉, 空调, 风扇, 电视机"
587,时间,4,"微波炉, 年, 星期, 秒钟, 秒钟"
588,销售员,7,"洗衣机, 空调, 风扇, 平板电脑, 手机, 电视机, 笔记本电脑"
589,维修,3,"风扇, 电视机, 维修工, 维修工, 维修工"
590,泡面,3,"平板电脑, 电视机, 笔记本电脑"
591,上网,7,"平板电脑, 手机, 电脑, 电脑, 笔记本电脑, 笔记本电脑, 母亲, 父亲, 男人"
592,女朋友,3,"手机, 牛油果, 生姜"
593,果汁,6,"电视机, 水, 芒果, 菠萝, 葡萄, 西瓜"
594,主食,5,"米饭, 米饭, 通心粉, 面包, 饼, 馒头, 馒头"
595,糖尿病,7,"米饭, 糖果, 果汁, 汽水, 香蕉, 爷爷, 老人"
596,烤箱,8,"蛋糕, 面包, 饼干, 羊肉, 香肠, 鸡肉, 鸭肉, 鱼肉"
597,小麦,5,"通心粉, 面包, 饼, 饼干, 馒头"
598,减肥,6,"果汁, 牛油果, 西兰花, 黄瓜, 鸡肉, 鱼肉"
599,逛街,5,"果汁, 汽水, 姐妹, 姐妹, 姐妹, 朋友, 朋友, 售货员"
600,榨汁,14,"果汁, 果汁, 水, 柠檬, 柠檬, 梨, 梨, 樱桃, 樱桃, 橙子, 橙子, 火龙果, 芒果, 苹果, 菠萝, 葡萄, 西瓜, 香蕉, 黄瓜"
601,变质,7,"果汁, 牛奶, 酸奶, 柠檬, 梨, 樱桃, 橙子"
602,无色,3,"水, 酒, 雨"
603,中暑,3,"水, 汽水, 夏季"
604,配送员,9,"水, 香菜, 香蕉, 黄瓜, 羊肉, 香肠, 鸡肉, 鸭肉, 鱼肉"
605,奶粉,4,"牛奶, 儿子, 女儿, 女孩"
606,沙拉,6,"酸奶, 梨, 樱桃, 橙子, 牛油果, 西兰花"
607,烧烤,5,"柠檬, 茄子, 茄子, 香菜, 香菜, 羊肉, 羊肉, 晚上"
608,调味,3,"柠檬, 青椒, 香菜"
609,摆放,3,"柠檬, 梨, 橙子"
610,掉落,4,"柠檬, 梨, 樱桃, 橙子"
611,市场,22,"洋葱, 生姜, 番茄, 白菜, 白萝卜, 胡萝卜, 茄子, 菠菜, 蘑菇, 西兰花, 豆角, 青椒, 青菜, 香菜, 香蕉, 香蕉, 黄瓜, 羊肉, 香肠, 鸡肉, 鸭肉, 鱼肉, 鱼"
612,多汁,8,"番茄, 白萝卜, 火龙果, 芒果, 苹果, 葡萄, 黄瓜, 鸡肉"
613,主妇,4,"番茄, 白菜, 白萝卜, 胡萝卜"
614,去皮,3,"番茄, 火龙果, 芒果"
615,买菜,9,"白菜, 白萝卜, 胡萝卜, 鱼, 邻居, 保姆, 外公, 外婆, 奶奶"
616,唱歌,4,"胡萝卜, 母亲, 父亲, 男人"
617,饭后,3,"火龙果, 芒果, 苹果"
618,果园,3,"火龙果, 芒果, 苹果"
619,切块,4,"火龙果, 芒果, 菠萝, 西瓜"
620,促进,3,"苹果, 菠菜, 青椒"
621,热情,7,"菠萝, 同学, 邻居, 售货员, 快递员, 服务员, 社工"
622,高贵,3,"葡萄, 女人, 姐妹"
623,童话,3,"蘑菇, 儿子, 女儿"
624,嫩,4,"西兰花, 豆角, 青菜, 鱼, 鱼"
625,点菜,8,"香菜, 黄瓜, 羊肉, 蛋黄, 香肠, 鸡肉, 鸭肉, 鱼肉"
626,可爱,7,"鸟, 儿子, 女儿, 女孩, 姐妹, 小孩, 朋友"
627,防晒霜,3,"夏季, 太阳, 太阳, 晴天"
628,暴雨,5,"夏季, 台风, 雨, 雨天, 雷电"
629,诗歌,4,"春季, 晚上, 月, 秋季"
630,阴,3,"雨, 雨天, 雪"
631,风湿病,4,"雨, 雨, 雨天, 雨天, 雪, 雪, 老人"
632,男,14,"丈夫, 儿子, 兄弟, 外公, 姑父, 父亲, 爷爷, 男人, 男孩, 侄子, 外甥, 叔叔, 舅舅, 快递员"
633,粗暴,3,"丈夫, 叔叔, 舅舅"
634,温柔,17,"丈夫, 护工, 女人, 女人, 妻子, 妻子, 姐妹, 姐妹, 姐妹, 姑父, 朋友, 母亲, 母亲, 阿姨, 叔叔, 婶婶, 舅舅, 舅妈, 护士, 理疗师, 社工, 老师"
635,能干,3,"丈夫, 保姆, 母亲"
636,懒散,10,"丈夫, 同学, 学生, 年轻人, 侄子, 侄女, 外甥, 外甥女, 叔叔, 舅舅"
637,结婚,12,"丈夫, 丈夫, 儿子, 儿子, 兄弟, 女人, 女人, 女儿, 女儿, 女儿, 妻子, 妻子, 妻子, 姐妹, 阿姨, 叔叔, 婶婶, 舅舅, 舅妈"
638,怀孕,7,"丈夫, 妻子, 阿姨, 叔叔, 婶婶, 舅舅, 舅妈"
639,作业,4,"同学, 同学, 学生, 学生, 男孩, 男孩, 老师"
640,辅导,4,"同学, 学生, 男孩, 老师"
641,少年,15,"学生, 儿子, 兄弟, 女儿, 女孩, 姐妹, 姐妹, 姐妹, 姑姑, 家人, 朋友, 男人, 男孩, 男孩, 侄子, 侄女, 外甥, 外甥女"
642,勇敢,3,"年轻人, 父亲, 男人"
643,善良,21,"邻居, 护工, 女人, 女人, 妻子, 姐妹, 姐妹, 姑姑, 姑姑, 姑父, 朋友, 母亲, 母亲, 母亲, 父亲, 父亲, 父亲, 爷爷, 爷爷, 老人, 阿姨, 叔叔, 婶婶, 舅舅, 舅妈, 护士, 理疗师, 社工, 老师, 老师"
644,小区,3,"邻居, 外卖员, 老人"
645,打招呼,10,"邻居, 侄子, 侄女, 外甥, 外甥女, 阿姨, 叔叔, 婶婶, 舅舅, 舅妈"
646,勤劳,8,"保姆, 医生, 阿姨, 叔叔, 婶婶, 舅舅, 快递员, 清洁工"
647,接送,3,"保姆, 司机, 小孩"
648,热心,3,"司机, 外卖员, 舅妈"
649,幼年,14,"儿子, 兄弟, 女儿, 女孩, 姐妹, 姐妹, 家人, 小孩, 朋友, 男人, 男孩, 男孩, 侄子, 侄女, 外甥, 外甥女"
650,中年,24,"儿子, 兄弟, 女人, 女儿, 妻子, 姐妹, 姐妹, 姑姑, 姑父, 家人, 朋友, 母亲, 父亲, 爷爷, 男人, 舅妈, 售货员, 快递员, 护士, 服务员, 清洁工, 理疗师, 社工, 维修工, 老师"
651,调皮,9,"儿子, 儿子, 儿子, 儿子, 儿子, 儿子, 女儿, 女儿, 女儿, 女儿, 女孩, 女孩, 女孩, 女孩, 小孩, 小孩, 小孩, 小孩, 男孩, 男孩, 侄子, 侄子, 侄女, 侄女, 外甥, 外甥, 外甥女, 外甥女"
