id,target,description_set,tag
2933,蹲下,"轻,弯曲",1
2934,背,"夏天,锻炼,热,骨头,教练,驼背,护工,营养,椅子,沐浴露,体温,冷,棕色,肌肉,医生,汗水",1
2935,电视机,"调节,餐厅,看,按下,黑色,工人,零食,客人,插头,维修,销售员,方形,妈妈,爸爸,冷",1
2936,喝,"中午,酒,喝,咖啡,嘴,茶,早晨,酒吧,晚上,快,吃,餐厅",1
2937,学校,"学习,教室,食堂,自行车,老师,地铁,大,书本,音响,坐,交通,混凝土,方形",1
2938,学习,"慢,手,多,少,考试,浅,快,教练,努力,眼镜",1
2939,雷电,"夏天,重,热,下雨,大,危险,天气,白色",1
2940,沐浴露,"洗,洗漱,夏天,皮肤,重,内衣,大",1
2941,擦,"脸,茶几,手机,车,慢",1
2942,秋衣,"烘干机,身体,穿戴,妈妈,滑,爸爸,软,祖母,家",1
2943,看电视,"家,放松",1
2944,树干,"粗,纸,桌子,搬运,餐具,椅子,重,棕色,树,硬,花园,工人,长",1
2945,糖果,"轻,甜,办公室,吃,冷,嘴,牙齿",1
2946,短裤,"商场,夏天,家,穿戴,牛仔",1
2947,牙刷,"白色,小,洗漱,医生,牙齿,牙膏,广告,塑料,售货员,手,细,动画片,轻,病菌",1
2948,吃药,"少,生病,护工,爸爸,药,早晨,喝,医生,杯子,儿子,女儿",1
2949,狗,"斑点,瘦,肥,公园,家人,黑色,胖,吃,小,孩子,动画片,大,重,卡通,朋友,邻居",1
2950,扇贝,"坚硬,小,轻,厨师,粉丝,捕捞,渔民",1
2951,背,"体温,锻炼,汗水,浴室,护工",1
2952,香蕉,"嘴,绿色,农民,黑色,黄色,手,冰箱,打开,凉",1
2953,蚂蚁,"叶子,粉丝,黑色,红色,科学家,快,慢,森林,孩子,搬运,虫子",1
2954,跑,"快,运动员,腿,袜子,锻炼,鞋子",1
2955,胸罩,"支撑,棉,朋友,软,同学,上衣,装饰,日常,脱下,女,片状,穿戴,轻,胸部",1
2956,叶子,"轻松,片状,黄色,农民,祖母,爸爸,祖父",1
2957,学校,"金属,音响,老师,交通,大,学习,食堂",1
2958,洗澡,"手,涂抹,热水器,干净,出门,沐浴露,脚,毛巾,整理,晚上,早晨,锻炼,起床,轻松,刷,快,身体",1
2959,门,"客厅,搬家,飞机,塑料,船,固体,客人,厨房",1
2960,柜子,"关闭,硬,酒店,整理,重",1
2961,舅舅,"成年,勤劳,妈妈,男,怀孕,晚辈,粗暴,姐妹,聊天,打招呼,工作,成熟,亲戚,温柔,上班,聚会",1
2962,鸡肉,"晚餐,炒,生,烤箱,超市,煮,西餐,火车,筷子,熟,家庭主妇",1
2963,袖子,"外卖,穿戴,烘干机,室友,小",1
2964,叶子,"红色,农民,黄色,小,大,轻松,树,绿色,工人,轻,祖父,片状,秋天,祖母,棕色",1
2965,椅子,"温度,妈妈,书房,火车,塑料,圆形,白天,飞机,重,固体,屁股,儿子,坚硬,衣服,小,文学,坐",1
2966,火车,"睡觉,玻璃,大,白色,旅行,坚硬,重,绿色",1
2967,沙发,"固体,文学,客厅,金属,布料,柔软,办公",1
2968,门口,"柜子,家",1
2969,舅舅,"勤劳,妈妈,工作,结婚,怀孕",1
2970,自行车,"轻,骑车,坚硬,旅行,玻璃,金属,正常,彩色,圆形",1
2971,楼梯,"同学,下楼,棕色",1
2972,穿鞋,"早晨,快,粗略",1
2973,商店,"金属,工人,购买,售货员,关闭,大,拿,过节,混凝土",1
2974,尝,"喝,点心,早晨,菜,晚上,中午,餐厅",1
2975,长裤,"洗衣机,穿戴,暖,洗,妈妈,冬天,瘦,阿姨,布料,白色,裤子,秋天,祖母,大,宽",1
2976,树干,"工人,支撑,长,椅子,餐具,船,纸,桌子,木头,家具,水果,树,棕色,重,花园,粗",1
2977,葡萄,"小,软,水果,下午茶,农田,餐桌,朋友,厨师",1
2978,眼镜,"歌手,穿戴,学生,近,金属,工作单位,眼睛,下雨,太阳,旅行,学习,小,出门",1
2979,玩手机,"少,视频,手机,眼睛,回家,音乐,休息,社交",1
2980,踢,"重,快",1
2981,发箍,"圆形,头发,漂亮,洗澡,祖母,轻,穿戴,爸爸,祖父,妈妈,姐妹,镜子,黑色,白色,小,金属,灰色",1
2982,晚上,"冷,酒,诗歌",1
2983,休息,"游戏,视频,腿,脑袋,坐,书本,身体,沙发,锻炼,运动场,手,办公室,电影",1
2984,腰,"医生,体温,身体,按摩",1
2985,画,"漫画,老师,设计师,认真",1
2986,蘑菇,"食物,轻,病菌,朋友,厨房,药,游戏,白色,小,家人,棕色",1
2987,蚂蚁,"新鲜,孩子,叶子,下水道,搬运",1
2988,康复训练,"医生,重,老人,大,护士,康复,医院,暖",1
2989,摇,"船,轻",1
2990,煮锅,"饿,煮,重,厨师,坚硬,热,妈妈,餐厅,汤,胃,鸡,早晨,盆",1
2991,酒,"吃饭,厨师,家,流动,老师,营养,水,高血压",1
2992,鱼,"渔民,看,青色,吃,煮,船,大,妈妈,小,炒,钓鱼,市场,热,重,女儿,好吃",1
2993,裙子,"身体,烘干机,游戏,商场,脱下,家",1
2994,纸巾,"火锅,香,竹子,桌子,木头,嘴,洗,方形,小",1
2995,洗手池,"厕所,洗漱,洗衣服",1
2996,看,"眼镜,认真",1
2997,胃痛,"家,护士",1
2998,鸡蛋,"拿,吃,白色,煮,好吃,售货员,腥,臭,盘子,刀,祖母,鸡",1
2999,扇贝,"小,蒸",1
3000,嚼,"早晨,喝,晚上,吃,肉,快,牙齿,食堂",1
3001,床单,"香,宽,柔软,酒店,方形,装饰,大,轻,暖,开放,衣服,卧室,长,洗衣机",1
3002,家,"出门,游戏,冰箱,救护车,电脑,妈妈,休息,放松,大,外卖,保姆,睡觉,空调,家人,热,光,地铁",1
3003,保姆,"孩子,妈妈,爸爸",1
3004,妻子,"外套,洗,装饰,儿子,女儿",1
3005,背包,"学校,上班,重",1
3006,家,"救护车,地铁,电视,休息,电脑,热,空调,光,游戏,水泥,汽车,外卖,放松,洗衣机,饭,大,凉爽,睡觉",1
3007,柠檬,"冷,固体,盘子,孩子,变质,刀,售货员,拿,酸,榨汁,服务员,杯子,做饭,营养,绿色,家,保姆",1
3008,叶子,"棕色,大,红色,树,秋天",1
3009,闻,"下午茶,晚餐,菜,臭,药",1
3010,邻居,"物业,孩子,社区,出门,社交,朋友,热情,善良,下楼,上班,打扫,买菜,走,打招呼,小区,回家",1
3011,通心粉,"冷,小麦",1
3012,枕头,"大,潮湿,躺,干净,棉,卧室,布料,轻,休息,中午,小,售货员,白色,重,睡觉,脸,香",1
3013,树枝,"绘画,花,粗,森林,短,棕色,孩子,粗糙,农民,工人",1
3014,家人,"青年,过节,祖父,老人,兄弟,弟弟,儿子,吃饭,照顾,回家,中年,爸爸,暖,姐妹,妈妈,祖母,少年",1
3015,轮椅,"医疗器械,椅子,车祸,护士",1
3016,小孩,"漫画,天真,近,玩耍,妈妈,矮,动画片",1
3017,楼梯,"腿,爬,下楼,同学,宽,上楼,棕色,同事,高,担架,家人,早餐",1
3018,橙子,"老师,家人,孩子,刀,橙色,厨师,生病,切,家,客人",1
3019,外甥,"亲戚,幼年,童年,姐妹,调皮,玩耍,叔叔,少年,好奇,青年,家",1
3020,靴子,"柜子,穿戴,脱下,丝袜,重,小腿",1
3021,平底锅,"围裙,黑色,厨房,烹饪,光滑",1
3022,风,"树,裙子,外套,家人,吹,下雨,冬天,大",1
3023,躺下,"快,轻,卧室,衣服,睡觉,床",1
3024,菠菜,"厨师,种植,轻,农民,凉,成熟,营养,绿色,生,消化,餐具,朋友,炒,煮,餐桌",1
3025,保姆,"洗衣服,桌子,洗碗,住院,爸爸,陪伴,整理,女,椅子,护工,妈妈,照顾,勤劳,买菜,接送,床,做饭,能干",1
3026,拖鞋,"洗澡,睡觉,躺,室友,休息,棉,脱下,客厅,橡胶",1
3027,蹲下,"轻,锻炼",1
3028,眼镜,"歌手,出门,下雨",1
3029,头绳,"妈妈,头发,化妆,塑料,女儿,姐妹,短,长,爸爸,叔叔,阿姨,漂亮,上班,头",1
3030,水,"孩子,流动,嘴,工作,旅行",1
3031,内衣,"软,家,洗衣服,妇科,洗衣机,轻,滑",1
3032,头晕,"头,医生,生病",1
3033,背包,"白领,大,上班,开放,旅行,同学,学习,学校,重,学生",1
3034,学生,"上课,妈妈,少年,学习",1
3035,云,"聊天,固体,大,白色",1
3036,夏季,"休息,裤子,西瓜,防晒霜,空调,中暑,裙子,台风,海边,热,暴雨,春天,冬天",1
3037,番茄,"热,祖父,凉,多汁,轻,购买",1
3038,眼睛,"黑色,看,白色,近,体温",1
3039,阿姨,"认真,温柔,家,唠叨,勤劳,工作,姐妹,妈妈,结婚,怀孕,上班,聊天,善良,女,爸爸,成年,聚会",1
3040,嘴巴,"暖,肉色,轻,小,餐厅,上课,吃,柔软",1
3041,果汁,"售货员,蔬菜,酸,营养,喝,热,厨师,清新,红色,购买",1
3042,浴室,"暖,牙膏,洗漱,牙刷,毛巾,家人,音响",1
3043,自行车,"骑车,坚硬",1
3044,姑父,"阿姨,善良,温柔,爸爸,过节,中年,老人,家,家人,亲戚,男,青年,祖父",1
3045,阿姨,"成年,上班,善良,打招呼,工作,亲戚,温柔,姐妹,爸爸,认真,妈妈",1
3046,抱,"快,手,慢,胳膊,胸部,庆祝,约会,轻",1
3047,喝,"喝,酒吧,吃,茶,嘴,咖啡,餐厅,杯子,早晨,酒",1
3048,头绳,"化妆,妈妈,祖母,阿姨,短,爸爸,长,祖父,约会,系紧,上班,女儿,轻,姐妹,学习,装饰,叔叔,头发",1
3049,舅妈,"聚会,爸爸,青年,结婚,中年,温柔,回家,老人,假期,聊天,姐妹,亲戚,晚辈,善良,打招呼",1
3050,发卡,"大,红色,装饰,女儿,祖父,爸爸,叔叔,黄色,漂亮,金属,轻,头发,化妆,方形",1
3051,吐,"嘴,生病,恶心,难受,吃,喝",1
3052,天空,"聊天,天气,飞机,蓝色",1
3053,维修工,"电动车,聪明",1
3054,裙子,"商场,家,穿戴,拍照,洗衣机,游戏,脱下,烘干机,身体",1
3055,背心,"商场,室友,爷爷,洗衣粉,夏天,脱下,凉爽,大",1
3056,蛋糕,"吃,甜品,面粉,大,块状,黄色,叉子,暖,柱状,烤箱,营养,牛奶,盘子,甜,聚会,烤,重,嘴",1
3057,南瓜,"祖母,煮,软,刀,厨师,妈妈,家人,售货员,农民,小,丰收,轻,黄色,瓜子,吃",1
3058,平底锅,"烹饪,手,厨房,爸爸",1
3059,秋衣,"妈妈,身体,滑,脱下,祖母,轻,祖父,防止,烘干机,穿戴,冷",1
3060,草,"工人,条状",1
3061,樱桃,"售货员,液体,家,朋友,嘴,手,盘子,员工,刀,服务员,老师,软,冷",1
3062,学生,"书本,爸爸,懒散,学习,教授,学校,辅导,作业,考试,上课,青年,妈妈,认真,写",1
3063,药膏,"药店,家人,方形,医院,护工,大,新,眼睛,挤出,长",1
3064,分钟,"手表,视频,看,快,手机,电脑,司机,电影院,地铁,电影,汽车",1
3065,腹部,"医生,卫生巾,体温,热,柔软,痛,冷,凉,健身,胖,白色,医院,血管,上衣,护工",1
3066,小腿,"体温,柔软,抬,肉",1
3067,头绳,"妈妈,短,阿姨,黑色,女儿,爸爸,塑料,姐妹,上班,学习,祖母,装饰",1
3068,工作,"妈妈,腿,快,电脑",1
3069,站,"慢,椅子",1
3070,老鼠,"臭,瘦,下水道,黑色,小,爬,猫,保姆,生病",1
3071,平底锅,"小,烫",1
3072,大衣,"身体,洗衣机,冬天,滑,冷,春天,防止,衣柜,烘干机,秋天,商场,穿戴,脱下",1
3073,电脑,"重,设计师,耳朵,儿子,眼睛",1
3074,羊肉,"炒,烧烤,配送员,轻,厨房,红色",1
3075,小腿,"抬,体温,肉色,柔软",1
3076,糖果,"小,办公室,吃",1
3077,低头,"手机,上课",1
3078,芒果,"嘴,去皮,吃,多汁,家,过敏,小贩,球形,盘子,黄色,吃饭,祖母,饭后,酸,下午茶,成熟",1
3079,护士,"药,车,女,医院",1
3080,高肌张力,"身体,看病,吃药,孩子",1
3081,西瓜,"水果店,餐具,夏天,朋友,种植,清新,切块,农田",1
3082,开塞露,"小,医生,暖,油,药,护士,医院,轻",1
3083,上班,"手机,车,电脑,汽车,腿,办公室,制服,地铁",1
3084,外甥女,"亲戚,幼年,懒散,学习,聚会,叔叔,聊天,童年,少年,成年,青年,家,假期",1
3085,剪,"花园,慢",1
3086,手腕,"体温,肉色,肉,胳膊,柔软",1
3087,米饭,"煮,饿,食堂,甜,早晨,糖尿病,筷子,晚上,吃,主食,轻,白色,餐厅,软,中午,圆形",1
3088,看电视,"沙发,晚上,坐,电视",1
3089,扶,"照顾,护工,用力,快,汽车,手",1
3090,药膏,"方形,受伤,药店,腿,小,老人,运动员,身体,牙膏,新,长,大,病人,挤出,眼睛",1
3091,鞋带,"系紧,脱下,小,细,脚,条状,轻,棉,鞋子",1
3092,纸,"冷,竹子",1
3093,季节,"树,针灸",1
3094,刀子,"金属,危险,妈妈,灰色,厨师,固体,围裙,小,光滑",1
3095,星星,"晚上,轻松",1
3096,淤青,"躺,按摩,冰敷,医院,疼痛,孩子,朋友,小,蓝色,看病,下雨,睡觉,休息,身体",1
3097,睡衣,"滑,洗衣机,软,脱下,身体,薄,轻,家,洗衣服,烘干机,睡觉",1
3098,脚,"跑步,臭",1
3099,洗澡,"快,毛巾,身体,脚,腿,轻松,慢,起床,出门,家",1
3100,外婆,"老人机,庆祝",1
3101,香菜,"凉,市场,配送员,小,切,冰箱,调味,客人,嘴,汽车,煮,洗,过敏,超市,轻,火锅,家庭主妇,筷子",1
3102,走,"上课,腿,轻松,吃饭,拐杖,快,上班,社交",1
3103,男孩,"考试,瘦,乖巧,玩耍,认真,玩具,胖,书本,矮,桌子,好奇,近,幼年,辅导,锻炼",1
3104,脸,"柔软,冷,血管,口罩,骨头,病人,白色,按摩,模特,香",1
3105,开塞露,"医生,油",1
3106,背,"医生,肌肉",1
3107,阴天,"灰色,黑色,天气,妈妈,家人",1
3108,康复训练,"老人,医院,护士,重",1
3109,玩手机,"电脑,点击,社交,轻松,学生,员工,少,儿子",1
3110,吃饭,"家,面条,手,酒店,餐厅,肉,慢,晚上,围裙,早晨,舌头,椅子,餐具,夹,快,社交,食堂,中午",1
3111,抱,"家,庆祝,胸部,手,重,慢,胳膊,轻,快,打开,约会",1
3112,耳朵,"柔软,听",1
3113,女儿,"儿科,乐器,奶粉,鞋子,乖巧,上课,自行车",1
3114,虾,"吃饭,黑色,熟,蒸,烧,细,生,轻,渔民",1
3115,停车场,"同事,亲戚,妈妈,汽车,路边,开车,司机,出门,室内,家人,爸爸",1
3116,头发,"理发师,轻",1
3117,穿衣服,"出门,晚上,手,粗略,身体,快,认真,起床,家,早晨",1
3118,蛋黄,"嘴,湿,手,熟,餐厅,煮,洗,吃,切,鸡",1
3119,凉鞋,"叔叔,大,小,姐妹,黑色,洗衣服,鞋子,脱下,瘦,阿姨,刷,棕色,爸爸,穿戴,下雨,女儿,弟弟",1
3120,女人,"妇科,电视机,善良,玩耍,酒,电影,开朗,天真,玫瑰,细",1
3121,药,"护工,瓶子,药店,家,纯净水,生病",1
3122,转身,"快,轻,运动场,扭动,慢,生病,锻炼,腰带",1
3123,睡觉,"浅,衣服,早晨,锻炼,手,腿,深,安静,枕头,卧室,睡觉",1
3124,季节,"夏天,春天,吃,冬天,水果,针灸,蔬菜,树",1
3125,雪,"潮湿,天气,冬天,电影,片状,风湿病,轻,音乐",1
3126,头绳,"轻,头发,爸爸,祖母,黑色,姐妹,妈妈",1
3127,发卡,"装饰,穿戴,头,漂亮,跳舞",1
3128,清洁工,"老人,努力,玻璃,酒店,商场,餐厅,勤劳,青年",1
3129,吞,"吃,餐厅,吃药,用力,嘴,快",1
3130,茄子,"餐具,烤,烧烤,切,蒸",1
3131,外套,"衣柜,自行车,防晒,烘干机,身体,防止,牛仔,穿戴,春天,冷",1
3132,风,"冬天,春天,大",1
3133,头晕,"头,生病,医生",1
3134,视频,"电脑,眼睛,工作,开会,员工,脸,老师,手机,回家,办公室,家,学习,同事",1
3135,外甥女,"童年,好奇,聚会,调皮,懒散,聊天,幼年,成年,玩耍,家,考试,打招呼,女,回家,假期",1
3136,护理中心,"住院,看病,陪伴,医生,家人",1
3137,姑姑,"善良,叔叔,家,少年,祖母,女,祖父,红包",1
3138,脸,"棕色,护工,卫生间,模特,柔软,肉色,冷,口罩,血管,红色,受伤,油,按摩,化妆品,化妆",1
3139,闻,"晚餐,食物,臭,菜,早餐,饭,零食,药,用力,鼻子,下午茶,碗",1
3140,洗衣机,"灰色,手,厕所,学校,祖父,衣服,同学,被子,打开,银色,袜子,关闭,室友",1
3141,发卡,"祖父,塑料,红色,祖母,头,头发,白色",1
3142,腹部,"卫生巾,冷,看病,白色,锻炼",1
3143,舅妈,"回家,温柔,善良,假期,抠门,打招呼,工作,青年,亲戚,老人,上班,女,妈妈,家,结婚,姐妹,聊天,怀孕",1
3144,喷嚏,"生病,医生",1
3145,领带,"穿戴,衬衫,工作单位,出门,系紧,装饰",1
3146,看,"远,眼睛",1
3147,上班,"脑袋,地铁,手,手机,自行车,办公室,身体,认真,电脑,汽车,制服,腿",1
3148,葡萄,"多汁,打开,厨师,酸,熟,软,吃饭,圆形,种植,小",1
3149,雾,"汽车,司机,大,春天,太阳,飞机,家人,湿",1
3150,面包,"营养,烤箱,牛奶,甜,嘴,白色,粉末,面粉,烤,餐厅,甜品,吃,轻,主食,早餐,小",1
3151,发卡,"大,叔叔,阿姨,黑色,跳舞,爸爸",1
3152,地板,"水泥,柜子",1
3153,领带,"装饰,轻",1
3154,果汁,"水,音乐,甜,变质,橙色",1
3155,狗,"肥,孩子",1
3156,床,"身体,起床,木头,被子,虫子,暖,装修,大,躺",1
3157,鸭肉,"餐厅,午餐",1
3158,青菜,"生,朋友,烤,豆腐,兔子",1
3159,头,"脖子,柔软,肉色",1
3160,医院,"难受,手术,护士,小,白色,病人,陶瓷,方形,汽车,妈妈,孩子,治疗",1
3161,月亮,"热,望远镜",1
3162,柜子,"块状,重,整理,打开,家,手,装修,硬,病菌,木头,酒店,虫子",1
3163,电脑,"点击,家,同学,插头,休息,烫,光滑,手,方形,有电,眼睛,学习,听,妈妈",1
3164,转身,"运动场,快",1
3165,广场,"大,耳朵,广场舞,走,身体,开放,放松,方形,跳舞,混凝土",1
3166,苍蝇,"厨房,生病,保姆,飞,小,黑色",1
3167,手腕,"肉,胳膊,肉色,柔软",1
3168,后退,"袜子,快,慢,走,轻",1
3169,打电话,"慢,快,表达,家,中午,嘴,晚上,听,同学,手,日常,爸爸,手机,学生",1
3170,猫,"灰色,轻松,胖,轻,亲戚,吃,叫,小,拿,黄色,肥,卡通,重,鱼",1
3171,肩,"学生,肉色",1
3172,侄子,"幼年,回家,亲戚,叔叔,学习,懒散,聚会,家,阿姨,男,打招呼,成年,少年,姐妹,童年",1
3173,纸,"木头,桌子,小,竹子,写",1
3174,轮椅,"坚硬,冷,银色,大,旅行,车祸,坐,医生,医疗器械,轻",1
3175,小时,手表,1
3176,年轻人,"勇敢,书本,漫画,工作,电影,爸爸,旅行",1
3177,睡衣,"烘干机,睡觉,家,脱下",1
3178,女人,"温柔,家,中年,衣服,玩耍,裤子,洗,老人,袜子,开朗,善良,书本",1
3179,卫衣,"烘干机,小,棉,洗衣服,白色,身体,衣架,大",1
3180,青椒,"青色,烤,辣,食物,厨师",1
3181,毛衣,"商场,洗衣机,衣柜,冬天,身体,烘干机,春天,毛线,穿戴,防止,脱下",1
3182,碗,"服务员,早晨,胃,菜,热,衣服",1
3183,牙刷,"旧,动画片,小,家人,白色,塑料,刷,手,嘴,晚上,衣服,医生,睡觉,虫子,病菌",1
3184,停车场,"室内,司机",1
3185,穿鞋,"快,早晨,出门,慢,穿戴,家,手,粗略",1
3186,腹部,"吃饭,瘦,鱼,护士,锻炼,棕色,肌肉",1
3187,台风,"天气,大,聊天,台风,暴雨",1
3188,运动鞋,"大,脚,女儿,祖父,比赛,运动员,儿子",1
3189,窗边,"方形,洗,小,舒服,宽,汽车,光,打开,孩子,支撑,木头,关闭,看,工人,老人,窄,室内,家",1
3190,姐妹,"玩耍,老人,中年,漫画,结婚,活泼,女,青年,幽默,兄弟,坚硬,按摩,童年,逛街,朋友,晚辈,成长",1
3191,虾,"腥,妈妈,祖母,孩子,烧,难吃,蒸,生,好吃,售货员,黑色,家人",1
3192,走,"拐杖,出门,腿,社交,脆弱,购买,脚,户外,吃饭",1
3193,花,"漂亮,营养,绘画,拿,森林,闻,工人,看,浇水,种植,圆形,盆栽,花园,裙子,春天,软,亲戚,公园",1
3194,弯腰,"腰带,快",1
3195,花瓶,"重,手,拿,桌子,冷",1
3196,救护车,"消毒液,金属,危险,担架,白色,医生,玻璃,抬,坚硬,方形,交通,大,橡胶,蓝色,盒子",1
3197,刷牙,"家,晚上",1
3198,凉鞋,"妈妈,姐妹,祖父,放松,轻,弟弟,走,白色,女儿,黑色,脱下,爸爸,轻松,穿戴,祖母",1
3199,胡萝卜,"祖父,暖,黄色,厨师,嘴,吃饭,妈妈,成熟,女儿",1
3200,路,"工人,水泥",1
3201,进,"走,轻",1
3202,女儿,"漫画,女,童年,孩子,书本,儿科,椅子,幼年,裙子,妈妈,围棋,漂亮,成长,玩耍,爸爸,鞋子,纸尿裤",1
3203,按摩,"暖,康复,舒服,医生,医院,老人,重,大",1
3204,床,"木头,中午,身体,大,酒店,家,暖,虫子,休息,病菌,枕头,硬",1
3205,外甥,"回家,姐妹",1
3206,眼睛,"黑色,电视,眼镜,看,体温,白色,脸,近",1
3207,胳膊,"舞蹈,细",1
3208,床,"暖,重,硬,被子,装修,光滑,病菌,虫子",1
3209,郊外,"绿色,大,放松,吃饭,开放,走",1
3210,腹部,"饭,胖,肚子,吃饭,血管,冷",1
3211,抽屉,"块状,病菌,硬,轻,手,整理,家,虫子,开放,装修,小,酒店",1
3212,胸,"肌肉,血管",1
3213,门口,"卧室,关闭,凉爽,外卖,柜子,家,鞋子,出门,拿,室友",1
3214,帽子,"阿姨,户外,比赛,圆形,叔叔,冬天,祖父,小,儿子",1
3215,敲,"快,教授,门,用力,老师,轻,电脑,打,学生",1
3216,听,"休息,耳朵,医生,远,台风,兔子,音乐,电视,音响,医院",1
3217,站,"椅子,慢",1
3218,橙子,"吃,厨师",1
3219,外婆,"按摩,妈妈,盆",1
3220,妻子,"微波炉,魅力,电视机,女",1
3221,车,"交通,大,旅行,重,坚硬,橡胶,金属,玻璃,方形",1
3222,闻,"早餐,盘子",1
3223,沐浴露,"凉,轻,小,广告,揉搓,洗澡,粘稠,大,洗漱,热水器,过敏,洗,锻炼,售货员",1
3224,沐浴露,"挤出,身体,热水器,热",1
3225,酸奶,"消化,孩子,休息,甜,水,沙拉,酸",1
3226,白菜,"重,暖,甜,烹饪,祖父,冬天,市场,厨房,绿色,吃,小贩,热",1
3227,家人,"少年,青年,弟弟,祖父,吃饭,过节,祖母",1
3228,发烧,"测量,生病,孩子,护士,病人,打点滴,吃药,热,休息,秋天,住院,晚上,睡觉",1
3229,回家,"休息,少,慢,妈妈,家,快,自行车,汽车,祖父,祖母,下班,开车,脚",1
3230,学习,"眼镜,浅,教练,深,轻松,认真,手,桌子,慢",1
3231,转身,"运动场,轻",1
3232,虫,"吃,爬,绿色",1
3233,云,"天气,聊天,固体",1
3234,头痛,"中医,公司,休息,难受,呕吐,医生,针灸,工作,睡觉,吃药,看病,衣服,医院",1
3235,纸,"木头,竹子,轻,方形,工位,写,家,文学,开放",1
3236,爷爷,"男,走,保姆,钓鱼,戏曲",1
3237,菠菜,"市场,家人",1
3238,侄女,"乖巧,叔叔,调皮",1
3239,口罩,"轻,祖父,叔叔,护士,病毒,爸爸,蓝色",1
3240,服务员,"老人,耐心,吃饭,中年,客人,认真,购买,青年,经理",1
3241,树,"遮阳,绿色,孩子,空气,重,叶子,家人,棕色,大,农民",1
3242,老师,"电脑,中年,聪明,学生,学校,善良,作业,耐心,开会,青年,辅导",1
3243,公园,"凉爽,晴天,跑步,工人",1
3244,菠萝,"农民,榨汁,熟,成熟,切块,餐具,果汁",1
3245,女儿,"裙子,照顾,天真,幼年,车,围棋,钢琴,椅子,儿科,生育,活泼,光,乖巧,学习",1
3246,胃痛,"家,同事,休息,消化,疼痛,看病,酒,朋友,护工,按摩,医院,衣服,胃,家人,护士,饿,生病",1
3247,香肠,"配送员,叉子,火车,点菜,中餐,切,猪,西餐,牛,轻,红色,棕色",1
3248,转身,"锻炼,腰带,生病,轻,扭动,运动场",1
3249,吐,"吃,嘴,喝,恶心,难受,生病",1
3250,风扇,"销售员,手,银色",1
3251,鸡蛋,"拿,厨房,喝,吃,锅,餐厅,卖出,煮,家人",1
3252,咬,"重,轻,点心,肉,快,吃饭,牙齿",1
3253,菠菜,"熟,家人,小,成熟,市场,轻,食物,消化,餐桌,生,炒,卡通,煮,农民",1
3254,外甥女,"乖巧,少年,假期,家,童年,玩耍,叔叔",1
3255,闻,"用力,食物,碗,臭,药,饭",1
3256,口袋,"满,祖母,小,妈妈,阿姨,衣服,布料,黑色,白色,祖父,空,棉,叔叔",1
3257,面条,"孩子,吸,祖母,盘子,勺子,厨房,客人,香,妈妈,食堂,祖父,软",1
3258,闻,"下午茶,用力",1
3259,扔,"运动员,户外",1
3260,婶婶,"结婚,打招呼,聊天,嫂子,唠叨",1
3261,平板电脑,"插头,同事,零食,休息,听",1
3262,看书,"手,放松",1
3263,奶奶,"盆,阿尔兹海默症,休息,广场舞,走,鞋子,汽车,打点滴,照顾,过节,爸爸,脆弱,盆栽,老人,生病,阿姨",1
3264,书架,"手,室内,桌子,玻璃",1
3265,跑,"袜子,重,快,运动场,运动员,锻炼,鞋子,地面,腿",1
3266,剃须刀,"祖父,关闭,小,脸,厕所,洗,理发师,家,银色,整理,卫生间,购买,金属",1
3267,水,"热,湿,搅拌,朋友,清新,酒吧,休息,暖,轻,榨汁,配送员,员工,物业,音乐,流动",1
3268,司机,"苦,亲戚,工人,热心",1
3269,剃须刀,"爸爸,洗,黑色,塑料,家,祖父,金属,理发师,关闭,银色,打开,同学,早晨",1
3270,墙壁,"支撑,水泥,重,光滑,大,病菌",1
3271,理疗师,"护工,青年,善良,陪伴,温柔,病人,耐心,住院,表达,医生,生病",1
3272,锻炼,"努力,脚,运动场,健康",1
3273,口罩,"出门,防护,医疗器械,妈妈,祖父,医生,病菌,医院,布料,叔叔,爸爸,嘴,阿姨,小,健康",1
3274,雨,"春天,夏天,天气,冷,阴,水,清新,电影,暴雨,风湿病",1
3275,学生,"学校,辅导,书本,老师,上课,认真,光,青年,少年",1
3276,阳台,"盆栽,家人,下午,玻璃",1
3277,药,"打针,无味,眼睛,嘴,小,护工,片状,生病,看病,液体,杯子",1
3278,生姜,"小贩,冷,妈妈,轻,市场,嘴,商场,吃饭,夏天,吃,碗,食堂,手,辣,硬,农民",1
3279,灯,"圆形,飞机,文学,衣服,轻,固体,卫生间,小",1
3280,花瓶,"冷,透明,陶瓷,重,桌子",1
3281,洗脸,"起床,整理,脸,家,酒店,手,毛巾,晚上,出门,快",1
3282,腹部,"棕色,饭,肚子,凉,瘦,医院,痛,肉,肉色,医生,血管,肌肉,脆弱,白色,吃饭",1
3283,吃药,"嘴,喝,生病,护工,护士,老人,中午,医生,妈妈,家,少,药",1
3284,楼梯,"邻居,爬,高,走,上楼,灰色,宽,同学,矮,腿,家人,窄,早餐",1
3285,楼梯,"同学,爬,腿,窄,早餐,邻居,木头,高,家人,同事,上楼,灰色,担架,走,下楼,矮,宽",1
3286,蹲下,"弯曲,锻炼,厕所,快",1
3287,抽屉,"关闭,整理,装修,虫子,木头",1
3288,停车场,"妈妈,同事",1
3289,夏季,"冬天,裤子,春天,空调,裙子,海边,热,衣服,台风,暴雨",1
